date,away_team,away_pts,home_team,home_pts,ot,attendees,arena,link
2021-10-19 07:30:00,Brooklyn Nets,104,Milwaukee Bucks,127,0,17341,Fiserv Forum,/boxscores/202110190MIL.html
2021-10-19 10:00:00,Golden State Warriors,121,Los Angeles Lakers,114,0,18997,Crypto.com Arena,/boxscores/202110190LAL.html
2021-10-20 07:00:00,Indiana Pacers,122,Charlotte Hornets,123,0,15521,Spectrum Center,/boxscores/202110200CHO.html
2021-10-20 07:00:00,Chicago Bulls,94,Detroit Pistons,88,0,20088,Little Caesars Arena,/boxscores/202110200DET.html
2021-10-20 07:30:00,Boston Celtics,134,New York Knicks,138,2,19812,Madison Square Garden (IV),/boxscores/202110200NYK.html
2021-10-20 07:30:00,Washington Wizards,98,Toronto Raptors,83,0,19800,Scotiabank Arena,/boxscores/202110200TOR.html
2021-10-20 08:00:00,Cleveland Cavaliers,121,Memphis Grizzlies,132,0,15975,FedEx Forum,/boxscores/202110200MEM.html
2021-10-20 08:00:00,Houston Rockets,106,Minnesota Timberwolves,124,0,16079,Target Center,/boxscores/202110200MIN.html
2021-10-20 08:00:00,Philadelphia 76ers,117,New Orleans Pelicans,97,0,12845,Smoothie King Center,/boxscores/202110200NOP.html
2021-10-20 08:30:00,Orlando Magic,97,San Antonio Spurs,123,0,16697,AT&T Center,/boxscores/202110200SAS.html
2021-10-20 09:00:00,Oklahoma City Thunder,86,Utah Jazz,107,0,18306,Vivint Smart Home Arena,/boxscores/202110200UTA.html
2021-10-20 10:00:00,Sacramento Kings,124,Portland Trail Blazers,121,0,17467,Moda Center,/boxscores/202110200POR.html
2021-10-20 10:00:00,Denver Nuggets,110,Phoenix Suns,98,0,16074,Phoenix Suns Arena,/boxscores/202110200PHO.html
2021-10-21 07:30:00,Dallas Mavericks,87,Atlanta Hawks,113,0,17162,State Farm Arena,/boxscores/202110210ATL.html
2021-10-21 08:00:00,Milwaukee Bucks,95,Miami Heat,137,0,19600,FTX Arena,/boxscores/202110210MIA.html
2021-10-21 10:00:00,Los Angeles Clippers,113,Golden State Warriors,115,0,18064,Chase Center,/boxscores/202110210GSW.html
2021-10-22 07:00:00,New York Knicks,121,Orlando Magic,96,0,18846,Amway Center,/boxscores/202110220ORL.html
2021-10-22 07:00:00,Indiana Pacers,134,Washington Wizards,135,1,15407,Capital One Arena,/boxscores/202110220WAS.html
2021-10-22 07:00:00,Charlotte Hornets,123,Cleveland Cavaliers,112,0,17116,Rocket Mortgage Fieldhouse,/boxscores/202110220CLE.html
2021-10-22 07:30:00,Toronto Raptors,115,Boston Celtics,83,0,19156,TD Garden,/boxscores/202110220BOS.html
2021-10-22 07:30:00,Brooklyn Nets,114,Philadelphia 76ers,109,0,20367,Wells Fargo Center,/boxscores/202110220PHI.html
2021-10-22 08:00:00,Oklahoma City Thunder,91,Houston Rockets,124,0,15674,Toyota Center,/boxscores/202110220HOU.html
2021-10-22 08:00:00,New Orleans Pelicans,112,Chicago Bulls,128,0,20995,United Center,/boxscores/202110220CHI.html
2021-10-22 09:00:00,San Antonio Spurs,96,Denver Nuggets,102,0,19520,Ball Arena,/boxscores/202110220DEN.html
2021-10-22 10:00:00,Phoenix Suns,115,Los Angeles Lakers,105,0,18997,Crypto.com Arena,/boxscores/202110220LAL.html
2021-10-22 10:00:00,Utah Jazz,110,Sacramento Kings,101,0,17583,Golden 1 Center,/boxscores/202110220SAC.html
2021-10-23 06:00:00,Atlanta Hawks,95,Cleveland Cavaliers,101,0,16846,Rocket Mortgage Fieldhouse,/boxscores/202110230CLE.html
2021-10-23 07:00:00,Miami Heat,91,Indiana Pacers,102,1,17147,Gainbridge Fieldhouse,/boxscores/202110230IND.html
2021-10-23 07:30:00,Dallas Mavericks,103,Toronto Raptors,95,0,19800,Scotiabank Arena,/boxscores/202110230TOR.html
2021-10-23 08:00:00,Detroit Pistons,82,Chicago Bulls,97,0,18888,United Center,/boxscores/202110230CHI.html
2021-10-23 08:00:00,New Orleans Pelicans,89,Minnesota Timberwolves,96,0,15343,Target Center,/boxscores/202110230MIN.html
2021-10-23 08:30:00,Milwaukee Bucks,121,San Antonio Spurs,111,0,14353,AT&T Center,/boxscores/202110230SAS.html
2021-10-23 10:00:00,Phoenix Suns,105,Portland Trail Blazers,134,0,18558,Moda Center,/boxscores/202110230POR.html
2021-10-23 10:30:00,Memphis Grizzlies,120,Los Angeles Clippers,114,0,16748,Crypto.com Arena,/boxscores/202110230LAC.html
2021-10-24 04:00:00,Charlotte Hornets,111,Brooklyn Nets,95,0,17732,Barclays Center,/boxscores/202110240BRK.html
2021-10-24 07:00:00,Boston Celtics,107,Houston Rockets,97,0,16069,Toyota Center,/boxscores/202110240HOU.html
2021-10-24 07:00:00,Orlando Magic,110,New York Knicks,104,0,16273,Madison Square Garden (IV),/boxscores/202110240NYK.html
2021-10-24 07:00:00,Philadelphia 76ers,115,Oklahoma City Thunder,103,0,14256,Paycom Center,/boxscores/202110240OKC.html
2021-10-24 09:00:00,Golden State Warriors,119,Sacramento Kings,107,0,13876,Golden 1 Center,/boxscores/202110240SAC.html
2021-10-24 09:30:00,Memphis Grizzlies,118,Los Angeles Lakers,121,0,18997,Crypto.com Arena,/boxscores/202110240LAL.html
2021-10-25 07:00:00,Boston Celtics,140,Charlotte Hornets,129,1,17238,Spectrum Center,/boxscores/202110250CHO.html
2021-10-25 07:00:00,Milwaukee Bucks,119,Indiana Pacers,109,0,10339,Gainbridge Fieldhouse,/boxscores/202110250IND.html
2021-10-25 07:30:00,Chicago Bulls,111,Toronto Raptors,108,0,19800,Scotiabank Arena,/boxscores/202110250TOR.html
2021-10-25 07:30:00,Orlando Magic,90,Miami Heat,107,0,19600,FTX Arena,/boxscores/202110250MIA.html
2021-10-25 07:30:00,Washington Wizards,90,Brooklyn Nets,104,0,14487,Barclays Center,/boxscores/202110250BRK.html
2021-10-25 07:30:00,Detroit Pistons,104,Atlanta Hawks,122,0,14209,State Farm Arena,/boxscores/202110250ATL.html
2021-10-25 08:00:00,New Orleans Pelicans,107,Minnesota Timberwolves,98,0,14435,Target Center,/boxscores/202110250MIN.html
2021-10-25 09:00:00,Cleveland Cavaliers,99,Denver Nuggets,87,0,14221,Ball Arena,/boxscores/202110250DEN.html
2021-10-25 10:30:00,Portland Trail Blazers,86,Los Angeles Clippers,116,0,15672,Crypto.com Arena,/boxscores/202110250LAC.html
2021-10-26 07:30:00,Philadelphia 76ers,99,New York Knicks,112,0,15218,Madison Square Garden (IV),/boxscores/202110260NYK.html
2021-10-26 08:00:00,Golden State Warriors,106,Oklahoma City Thunder,98,0,0,Paycom Center,/boxscores/202110260OKC.html
2021-10-26 08:30:00,Los Angeles Lakers,125,San Antonio Spurs,121,1,18354,AT&T Center,/boxscores/202110260SAS.html
2021-10-26 08:30:00,Houston Rockets,106,Dallas Mavericks,116,0,19337,American Airlines Center,/boxscores/202110260DAL.html
2021-10-26 10:00:00,Denver Nuggets,110,Utah Jazz,122,0,18306,Vivint Smart Home Arena,/boxscores/202110260UTA.html
2021-10-27 07:00:00,Charlotte Hornets,120,Orlando Magic,111,0,14082,Amway Center,/boxscores/202110270ORL.html
2021-10-27 07:30:00,Washington Wizards,116,Boston Celtics,107,0,0,TD Garden,/boxscores/202110270BOS.html
2021-10-27 07:30:00,Miami Heat,106,Brooklyn Nets,93,0,17732,Barclays Center,/boxscores/202110270BRK.html
2021-10-27 07:30:00,Indiana Pacers,100,Toronto Raptors,118,0,19800,Scotiabank Arena,/boxscores/202110270TOR.html
2021-10-27 07:30:00,Atlanta Hawks,102,New Orleans Pelicans,99,0,15541,Smoothie King Center,/boxscores/202110270NOP.html
2021-10-27 08:00:00,Minnesota Timberwolves,113,Milwaukee Bucks,108,0,17341,Fiserv Forum,/boxscores/202110270MIL.html
2021-10-27 08:00:00,Los Angeles Lakers,115,Oklahoma City Thunder,123,0,15783,Paycom Center,/boxscores/202110270OKC.html
2021-10-27 10:00:00,Sacramento Kings,110,Phoenix Suns,107,0,14678,Phoenix Suns Arena,/boxscores/202110270PHO.html
2021-10-27 10:00:00,Memphis Grizzlies,96,Portland Trail Blazers,116,0,16241,Moda Center,/boxscores/202110270POR.html
2021-10-27 10:30:00,Cleveland Cavaliers,92,Los Angeles Clippers,79,0,13276,Crypto.com Arena,/boxscores/202110270LAC.html
2021-10-28 07:00:00,Atlanta Hawks,111,Washington Wizards,122,0,13653,Capital One Arena,/boxscores/202110280WAS.html
2021-10-28 07:00:00,Detroit Pistons,102,Philadelphia 76ers,110,0,20017,Wells Fargo Center,/boxscores/202110280PHI.html
2021-10-28 08:00:00,Utah Jazz,122,Houston Rockets,91,0,15858,Toyota Center,/boxscores/202110280HOU.html
2021-10-28 08:00:00,New York Knicks,104,Chicago Bulls,103,0,20972,United Center,/boxscores/202110280CHI.html
2021-10-28 08:30:00,San Antonio Spurs,99,Dallas Mavericks,104,0,19228,American Airlines Center,/boxscores/202110280DAL.html
2021-10-28 10:00:00,Memphis Grizzlies,104,Golden State Warriors,101,1,18064,Chase Center,/boxscores/202110280GSW.html
2021-10-29 07:00:00,Orlando Magic,109,Toronto Raptors,110,0,19800,Scotiabank Arena,/boxscores/202110290TOR.html
2021-10-29 07:30:00,Charlotte Hornets,99,Miami Heat,114,0,19600,FTX Arena,/boxscores/202110290MIA.html
2021-10-29 07:30:00,Indiana Pacers,98,Brooklyn Nets,105,0,16139,Barclays Center,/boxscores/202110290BRK.html
2021-10-29 08:00:00,Sacramento Kings,113,New Orleans Pelicans,109,0,17507,Smoothie King Center,/boxscores/202110290NOP.html
2021-10-29 10:00:00,Dallas Mavericks,75,Denver Nuggets,106,0,18315,Ball Arena,/boxscores/202110290DEN.html
2021-10-29 10:00:00,Los Angeles Clippers,92,Portland Trail Blazers,111,0,16510,Moda Center,/boxscores/202110290POR.html
2021-10-29 10:30:00,Cleveland Cavaliers,101,Los Angeles Lakers,113,0,18997,Crypto.com Arena,/boxscores/202110290LAL.html
2021-10-30 05:00:00,Boston Celtics,112,Washington Wizards,115,2,15813,Capital One Arena,/boxscores/202110300WAS.html
2021-10-30 07:00:00,Orlando Magic,103,Detroit Pistons,110,0,11423,Little Caesars Arena,/boxscores/202110300DET.html
2021-10-30 07:00:00,New York Knicks,123,New Orleans Pelicans,117,0,16508,Smoothie King Center,/boxscores/202110300NOP.html
2021-10-30 07:30:00,Toronto Raptors,97,Indiana Pacers,94,0,10578,Gainbridge Fieldhouse,/boxscores/202110300IND.html
2021-10-30 07:30:00,Atlanta Hawks,94,Philadelphia 76ers,122,0,20031,Wells Fargo Center,/boxscores/202110300PHI.html
2021-10-30 08:00:00,Utah Jazz,99,Chicago Bulls,107,0,20668,United Center,/boxscores/202110300CHI.html
2021-10-30 08:00:00,Miami Heat,129,Memphis Grizzlies,103,0,15989,FedEx Forum,/boxscores/202110300MEM.html
2021-10-30 08:00:00,San Antonio Spurs,102,Milwaukee Bucks,93,0,17341,Fiserv Forum,/boxscores/202110300MIL.html
2021-10-30 08:30:00,Oklahoma City Thunder,82,Golden State Warriors,103,0,18064,Chase Center,/boxscores/202110300GSW.html
2021-10-30 09:00:00,Denver Nuggets,93,Minnesota Timberwolves,91,0,17136,Target Center,/boxscores/202110300MIN.html
2021-10-30 10:00:00,Cleveland Cavaliers,92,Phoenix Suns,101,0,14516,Phoenix Suns Arena,/boxscores/202110300PHO.html
2021-10-31 03:30:00,Sacramento Kings,99,Dallas Mavericks,105,0,19231,American Airlines Center,/boxscores/202110310DAL.html
2021-10-31 07:00:00,Portland Trail Blazers,113,Charlotte Hornets,125,0,14960,Spectrum Center,/boxscores/202110310CHO.html
2021-10-31 07:00:00,Utah Jazz,107,Milwaukee Bucks,95,0,17341,Fiserv Forum,/boxscores/202110310MIL.html
2021-10-31 07:30:00,Detroit Pistons,91,Brooklyn Nets,117,0,13507,Barclays Center,/boxscores/202110310BRK.html
2021-10-31 10:30:00,Houston Rockets,85,Los Angeles Lakers,95,0,16448,Crypto.com Arena,/boxscores/202110310LAL.html
2021-11-01 07:00:00,Cleveland Cavaliers,113,Charlotte Hornets,110,0,13889,Spectrum Center,/boxscores/202111010CHO.html
2021-11-01 07:00:00,San Antonio Spurs,118,Indiana Pacers,131,0,10227,Gainbridge Fieldhouse,/boxscores/202111010IND.html
2021-11-01 07:00:00,Portland Trail Blazers,103,Philadelphia 76ers,113,0,20115,Wells Fargo Center,/boxscores/202111010PHI.html
2021-11-01 07:30:00,Washington Wizards,111,Atlanta Hawks,118,0,14632,State Farm Arena,/boxscores/202111010ATL.html
2021-11-01 07:30:00,Chicago Bulls,128,Boston Celtics,114,0,19156,TD Garden,/boxscores/202111010BOS.html
2021-11-01 07:30:00,Toronto Raptors,113,New York Knicks,104,0,16528,Madison Square Garden (IV),/boxscores/202111010NYK.html
2021-11-01 08:00:00,Denver Nuggets,97,Memphis Grizzlies,106,0,12683,FedEx Forum,/boxscores/202111010MEM.html
2021-11-01 08:00:00,Orlando Magic,115,Minnesota Timberwolves,97,0,14744,Target Center,/boxscores/202111010MIN.html
2021-11-01 10:30:00,Oklahoma City Thunder,94,Los Angeles Clippers,99,0,13722,Crypto.com Arena,/boxscores/202111010LAC.html
2021-11-02 07:00:00,Milwaukee Bucks,117,Detroit Pistons,89,0,9254,Little Caesars Arena,/boxscores/202111020DET.html
2021-11-02 07:30:00,Miami Heat,125,Dallas Mavericks,110,0,19255,American Airlines Center,/boxscores/202111020DAL.html
2021-11-02 09:00:00,Sacramento Kings,113,Utah Jazz,119,0,18306,Vivint Smart Home Arena,/boxscores/202111020UTA.html
2021-11-02 10:00:00,New Orleans Pelicans,100,Phoenix Suns,112,0,14323,Phoenix Suns Arena,/boxscores/202111020PHO.html
2021-11-02 10:30:00,Houston Rockets,117,Los Angeles Lakers,119,0,18997,Crypto.com Arena,/boxscores/202111020LAL.html
2021-11-03 07:00:00,Portland Trail Blazers,104,Cleveland Cavaliers,107,0,16231,Rocket Mortgage Fieldhouse,/boxscores/202111030CLE.html
2021-11-03 07:00:00,New York Knicks,98,Indiana Pacers,111,0,11607,Gainbridge Fieldhouse,/boxscores/202111030IND.html
2021-11-03 07:00:00,Boston Celtics,92,Orlando Magic,79,0,12735,Amway Center,/boxscores/202111030ORL.html
2021-11-03 07:00:00,Chicago Bulls,98,Philadelphia 76ers,103,0,20438,Wells Fargo Center,/boxscores/202111030PHI.html
2021-11-03 07:00:00,Toronto Raptors,109,Washington Wizards,100,0,13538,Capital One Arena,/boxscores/202111030WAS.html
2021-11-03 07:30:00,Atlanta Hawks,108,Brooklyn Nets,117,0,17323,Barclays Center,/boxscores/202111030BRK.html
2021-11-03 08:00:00,Denver Nuggets,106,Memphis Grizzlies,108,0,12977,FedEx Forum,/boxscores/202111030MEM.html
2021-11-03 08:00:00,Los Angeles Clippers,126,Minnesota Timberwolves,115,0,15386,Target Center,/boxscores/202111030MIN.html
2021-11-03 08:30:00,Dallas Mavericks,109,San Antonio Spurs,108,0,16356,AT&T Center,/boxscores/202111030SAS.html
2021-11-03 10:00:00,Charlotte Hornets,92,Golden State Warriors,114,0,18064,Chase Center,/boxscores/202111030GSW.html
2021-11-03 10:00:00,New Orleans Pelicans,99,Sacramento Kings,112,0,0,Golden 1 Center,/boxscores/202111030SAC.html
2021-11-04 07:00:00,Philadelphia 76ers,109,Detroit Pistons,98,0,8702,Little Caesars Arena,/boxscores/202111040DET.html
2021-11-04 07:30:00,Utah Jazz,116,Atlanta Hawks,98,0,16590,State Farm Arena,/boxscores/202111040ATL.html
2021-11-04 07:30:00,Boston Celtics,95,Miami Heat,78,0,19600,FTX Arena,/boxscores/202111040MIA.html
2021-11-04 10:00:00,Houston Rockets,111,Phoenix Suns,123,0,15058,Phoenix Suns Arena,/boxscores/202111040PHO.html
2021-11-04 10:30:00,Oklahoma City Thunder,107,Los Angeles Lakers,104,0,18997,Crypto.com Arena,/boxscores/202111040LAL.html
2021-11-05 07:00:00,Brooklyn Nets,96,Detroit Pistons,90,0,14235,Little Caesars Arena,/boxscores/202111050DET.html
2021-11-05 07:00:00,San Antonio Spurs,102,Orlando Magic,89,0,14101,Amway Center,/boxscores/202111050ORL.html
2021-11-05 07:00:00,Memphis Grizzlies,87,Washington Wizards,115,0,16302,Capital One Arena,/boxscores/202111050WAS.html
2021-11-05 07:30:00,New York Knicks,113,Milwaukee Bucks,98,0,17341,Fiserv Forum,/boxscores/202111050MIL.html
2021-11-05 07:30:00,Cleveland Cavaliers,102,Toronto Raptors,101,0,19800,Scotiabank Arena,/boxscores/202111050TOR.html
2021-11-05 08:00:00,Los Angeles Clippers,104,Minnesota Timberwolves,84,0,17136,Target Center,/boxscores/202111050MIN.html
2021-11-05 10:00:00,New Orleans Pelicans,85,Golden State Warriors,126,0,18064,Chase Center,/boxscores/202111050GSW.html
2021-11-05 10:00:00,Indiana Pacers,106,Portland Trail Blazers,110,0,16841,Moda Center,/boxscores/202111050POR.html
2021-11-05 10:00:00,Charlotte Hornets,110,Sacramento Kings,140,0,14905,Golden 1 Center,/boxscores/202111050SAC.html
2021-11-06 05:00:00,Houston Rockets,94,Denver Nuggets,95,0,16046,Ball Arena,/boxscores/202111060DEN.html
2021-11-06 07:30:00,Utah Jazz,115,Miami Heat,118,0,19600,FTX Arena,/boxscores/202111060MIA.html
2021-11-06 08:00:00,Philadelphia 76ers,114,Chicago Bulls,105,0,20936,United Center,/boxscores/202111060CHI.html
2021-11-06 08:30:00,Boston Celtics,104,Dallas Mavericks,107,0,20052,American Airlines Center,/boxscores/202111060DAL.html
2021-11-06 10:00:00,Atlanta Hawks,117,Phoenix Suns,121,0,15412,Phoenix Suns Arena,/boxscores/202111060PHO.html
2021-11-06 10:30:00,Los Angeles Lakers,90,Portland Trail Blazers,105,0,19393,Moda Center,/boxscores/202111060POR.html
2021-11-07 03:30:00,Brooklyn Nets,116,Toronto Raptors,103,0,19800,Scotiabank Arena,/boxscores/202111070TOR.html
2021-11-07 06:00:00,Cleveland Cavaliers,126,New York Knicks,109,0,19040,Madison Square Garden (IV),/boxscores/202111070NYK.html
2021-11-07 06:00:00,Utah Jazz,100,Orlando Magic,107,0,13386,Amway Center,/boxscores/202111070ORL.html
2021-11-07 06:00:00,Indiana Pacers,94,Sacramento Kings,91,0,12993,Golden 1 Center,/boxscores/202111070SAC.html
2021-11-07 06:00:00,Milwaukee Bucks,94,Washington Wizards,101,0,15570,Capital One Arena,/boxscores/202111070WAS.html
2021-11-07 07:00:00,San Antonio Spurs,94,Oklahoma City Thunder,99,0,12972,Paycom Center,/boxscores/202111070OKC.html
2021-11-07 08:30:00,Houston Rockets,107,Golden State Warriors,120,0,18064,Chase Center,/boxscores/202111070GSW.html
2021-11-07 09:00:00,Charlotte Hornets,106,Los Angeles Clippers,120,0,15781,Crypto.com Arena,/boxscores/202111070LAC.html
2021-11-08 07:00:00,New York Knicks,103,Philadelphia 76ers,96,0,20224,Wells Fargo Center,/boxscores/202111080PHI.html
2021-11-08 08:00:00,Brooklyn Nets,95,Chicago Bulls,118,0,19459,United Center,/boxscores/202111080CHI.html
2021-11-08 08:00:00,Minnesota Timberwolves,118,Memphis Grizzlies,125,1,12416,FedEx Forum,/boxscores/202111080MEM.html
2021-11-08 08:30:00,New Orleans Pelicans,92,Dallas Mavericks,108,0,19231,American Airlines Center,/boxscores/202111080DAL.html
2021-11-08 09:00:00,Miami Heat,96,Denver Nuggets,113,0,15577,Ball Arena,/boxscores/202111080DEN.html
2021-11-08 10:00:00,Atlanta Hawks,113,Golden State Warriors,127,0,18064,Chase Center,/boxscores/202111080GSW.html
2021-11-08 10:00:00,Phoenix Suns,109,Sacramento Kings,104,0,13566,Golden 1 Center,/boxscores/202111080SAC.html
2021-11-08 10:30:00,Charlotte Hornets,123,Los Angeles Lakers,126,1,18997,Crypto.com Arena,/boxscores/202111080LAL.html
2021-11-09 07:30:00,Milwaukee Bucks,118,Philadelphia 76ers,109,0,20029,Wells Fargo Center,/boxscores/202111090PHI.html
2021-11-09 09:00:00,Atlanta Hawks,98,Utah Jazz,110,0,18306,Vivint Smart Home Arena,/boxscores/202111090UTA.html
2021-11-09 10:00:00,Portland Trail Blazers,109,Los Angeles Clippers,117,0,14131,Crypto.com Arena,/boxscores/202111090LAC.html
2021-11-10 07:00:00,Washington Wizards,97,Cleveland Cavaliers,94,0,18056,Rocket Mortgage Fieldhouse,/boxscores/202111100CLE.html
2021-11-10 07:00:00,Brooklyn Nets,123,Orlando Magic,90,0,13882,Amway Center,/boxscores/202111100ORL.html
2021-11-10 07:30:00,Toronto Raptors,88,Boston Celtics,104,0,19156,TD Garden,/boxscores/202111100BOS.html
2021-11-10 07:30:00,Detroit Pistons,112,Houston Rockets,104,0,15350,Toyota Center,/boxscores/202111100HOU.html
2021-11-10 07:30:00,Milwaukee Bucks,112,New York Knicks,100,0,18027,Madison Square Garden (IV),/boxscores/202111100NYK.html
2021-11-10 08:00:00,Dallas Mavericks,107,Chicago Bulls,117,0,20910,United Center,/boxscores/202111100CHI.html
2021-11-10 08:00:00,Charlotte Hornets,118,Memphis Grizzlies,108,0,13880,FedEx Forum,/boxscores/202111100MEM.html
2021-11-10 08:00:00,Oklahoma City Thunder,108,New Orleans Pelicans,100,0,15355,Smoothie King Center,/boxscores/202111100NOP.html
2021-11-10 08:30:00,Sacramento Kings,117,San Antonio Spurs,136,0,15065,AT&T Center,/boxscores/202111100SAS.html
2021-11-10 09:00:00,Indiana Pacers,98,Denver Nuggets,101,0,15232,Ball Arena,/boxscores/202111100DEN.html
2021-11-10 09:00:00,Portland Trail Blazers,109,Phoenix Suns,119,0,15672,Phoenix Suns Arena,/boxscores/202111100PHO.html
2021-11-10 10:00:00,Minnesota Timberwolves,110,Golden State Warriors,123,0,18064,Chase Center,/boxscores/202111100GSW.html
2021-11-10 10:00:00,Miami Heat,117,Los Angeles Lakers,120,1,18997,Crypto.com Arena,/boxscores/202111100LAL.html
2021-11-11 07:00:00,Toronto Raptors,115,Philadelphia 76ers,109,0,20112,Wells Fargo Center,/boxscores/202111110PHI.html
2021-11-11 09:00:00,Indiana Pacers,111,Utah Jazz,100,0,18306,Vivint Smart Home Arena,/boxscores/202111110UTA.html
2021-11-11 10:30:00,Miami Heat,109,Los Angeles Clippers,112,0,16150,Crypto.com Arena,/boxscores/202111110LAC.html
2021-11-12 07:00:00,New York Knicks,96,Charlotte Hornets,104,0,19257,Spectrum Center,/boxscores/202111120CHO.html
2021-11-12 07:30:00,Milwaukee Bucks,113,Boston Celtics,122,1,19156,TD Garden,/boxscores/202111120BOS.html
2021-11-12 07:30:00,Detroit Pistons,78,Cleveland Cavaliers,98,0,17095,Rocket Mortgage Fieldhouse,/boxscores/202111120CLE.html
2021-11-12 08:00:00,Portland Trail Blazers,104,Houston Rockets,92,0,15468,Toyota Center,/boxscores/202111120HOU.html
2021-11-12 08:00:00,Phoenix Suns,119,Memphis Grizzlies,94,0,15886,FedEx Forum,/boxscores/202111120MEM.html
2021-11-12 08:00:00,Brooklyn Nets,120,New Orleans Pelicans,112,0,14650,Smoothie King Center,/boxscores/202111120NOP.html
2021-11-12 08:00:00,Sacramento Kings,103,Oklahoma City Thunder,105,0,12881,Paycom Center,/boxscores/202111120OKC.html
2021-11-12 08:30:00,Dallas Mavericks,123,San Antonio Spurs,109,0,13425,AT&T Center,/boxscores/202111120SAS.html
2021-11-12 09:00:00,Atlanta Hawks,96,Denver Nuggets,105,0,16849,Ball Arena,/boxscores/202111120DEN.html
2021-11-12 10:00:00,Chicago Bulls,93,Golden State Warriors,119,0,18064,Chase Center,/boxscores/202111120GSW.html
2021-11-12 10:30:00,Minnesota Timberwolves,107,Los Angeles Lakers,83,0,18997,Crypto.com Arena,/boxscores/202111120LAL.html
2021-11-13 05:00:00,Miami Heat,111,Utah Jazz,105,0,18306,Vivint Smart Home Arena,/boxscores/202111130UTA.html
2021-11-13 07:00:00,Philadelphia 76ers,113,Indiana Pacers,118,0,14483,Gainbridge Fieldhouse,/boxscores/202111130IND.html
2021-11-13 07:00:00,Memphis Grizzlies,101,New Orleans Pelicans,112,0,14358,Smoothie King Center,/boxscores/202111130NOP.html
2021-11-13 07:00:00,Washington Wizards,104,Orlando Magic,92,0,17272,Amway Center,/boxscores/202111130ORL.html
2021-11-13 07:30:00,Detroit Pistons,127,Toronto Raptors,121,0,19800,Scotiabank Arena,/boxscores/202111130TOR.html
2021-11-13 08:00:00,Boston Celtics,89,Cleveland Cavaliers,91,0,19432,Rocket Mortgage Fieldhouse,/boxscores/202111130CLE.html
2021-11-13 10:30:00,Minnesota Timberwolves,102,Los Angeles Clippers,129,0,15285,Crypto.com Arena,/boxscores/202111130LAC.html
2021-11-14 03:30:00,San Antonio Spurs,106,Los Angeles Lakers,114,0,18997,Crypto.com Arena,/boxscores/202111140LAL.html
2021-11-14 06:00:00,Milwaukee Bucks,100,Atlanta Hawks,120,0,16901,State Farm Arena,/boxscores/202111140ATL.html
2021-11-14 07:00:00,Golden State Warriors,102,Charlotte Hornets,106,0,19559,Spectrum Center,/boxscores/202111140CHO.html
2021-11-14 07:00:00,Phoenix Suns,115,Houston Rockets,89,0,16088,Toyota Center,/boxscores/202111140HOU.html
2021-11-14 07:00:00,Brooklyn Nets,120,Oklahoma City Thunder,96,0,15080,Paycom Center,/boxscores/202111140OKC.html
2021-11-14 08:00:00,Portland Trail Blazers,95,Denver Nuggets,124,0,14583,Ball Arena,/boxscores/202111140DEN.html
2021-11-14 09:30:00,Chicago Bulls,100,Los Angeles Clippers,90,0,17899,Crypto.com Arena,/boxscores/202111140LAC.html
2021-11-15 07:00:00,Boston Celtics,98,Cleveland Cavaliers,92,0,17186,Rocket Mortgage Fieldhouse,/boxscores/202111150CLE.html
2021-11-15 07:00:00,Sacramento Kings,129,Detroit Pistons,107,0,10092,Little Caesars Arena,/boxscores/202111150DET.html
2021-11-15 07:00:00,New Orleans Pelicans,100,Washington Wizards,105,0,13914,Capital One Arena,/boxscores/202111150WAS.html
2021-11-15 07:30:00,Orlando Magic,111,Atlanta Hawks,129,0,13061,State Farm Arena,/boxscores/202111150ATL.html
2021-11-15 07:30:00,Indiana Pacers,84,New York Knicks,92,0,16792,Madison Square Garden (IV),/boxscores/202111150NYK.html
2021-11-15 08:00:00,Denver Nuggets,101,Dallas Mavericks,111,0,19797,American Airlines Center,/boxscores/202111150DAL.html
2021-11-15 08:00:00,Houston Rockets,102,Memphis Grizzlies,136,0,11482,FedEx Forum,/boxscores/202111150MEM.html
2021-11-15 08:00:00,Phoenix Suns,99,Minnesota Timberwolves,96,0,16274,Target Center,/boxscores/202111150MIN.html
2021-11-15 08:00:00,Miami Heat,103,Oklahoma City Thunder,90,0,12330,Paycom Center,/boxscores/202111150OKC.html
2021-11-15 10:00:00,Toronto Raptors,113,Portland Trail Blazers,118,0,16142,Moda Center,/boxscores/202111150POR.html
2021-11-15 10:30:00,Chicago Bulls,121,Los Angeles Lakers,103,0,18997,Crypto.com Arena,/boxscores/202111150LAL.html
2021-11-16 07:30:00,Golden State Warriors,117,Brooklyn Nets,99,0,17732,Barclays Center,/boxscores/202111160BRK.html
2021-11-16 10:00:00,Philadelphia 76ers,85,Utah Jazz,120,0,18306,Vivint Smart Home Arena,/boxscores/202111160UTA.html
2021-11-16 10:30:00,San Antonio Spurs,92,Los Angeles Clippers,106,0,13298,Crypto.com Arena,/boxscores/202111160LAC.html
2021-11-17 07:00:00,Washington Wizards,87,Charlotte Hornets,97,0,14402,Spectrum Center,/boxscores/202111170CHO.html
2021-11-17 07:00:00,Indiana Pacers,89,Detroit Pistons,97,0,11457,Little Caesars Arena,/boxscores/202111170DET.html
2021-11-17 07:30:00,Boston Celtics,99,Atlanta Hawks,110,0,16445,State Farm Arena,/boxscores/202111170ATL.html
